C,Mb,M,R,Rp,kl,hl,jl,rhoc
0.101802020601784,0.925047369309193,0.869919985031132,8.5452133453615,9.13784943970988,0.108834845044373,1.00599536658101,-0.0131487660459988,0.000880978865406007
0.104767713020357,0.953098555721254,0.894665406604428,8.53951452038082,9.14750429474615,0.108426486158717,1.00028763326705,-0.0136819889106917,0.000896329254727475
0.105751114157086,0.962484860855707,0.902923423198445,8.53819300529745,9.15137945522107,0.108238131927496,0.998276967229897,-0.0138560402189269,0.000901446051167964
0.10870927216531,0.99066472270643,0.927655245651418,8.5333589966527,9.16200948663909,0.107684705468531,0.992305058700751,-0.0143866659002873,0.000916796440489433
0.112615272721683,1.02805017110896,0.960317218009986,8.52741546329432,9.17660155709406,0.106821871926593,0.984179805099677,-0.0150876456960595,0.00093726362625139
0.113582407917044,1.03731453494973,0.968385576876234,8.52584123400083,9.18010312717866,0.106596090417425,0.982153107853221,-0.0152622575842799,0.00094238042269188
0.114539400383834,1.04653206697961,0.976402267898529,8.52459734053521,9.18395651002059,0.106343970776997,0.980079873115337,-0.0154328354072214,0.000947497219132369
0.118282049239119,1.08277001935695,1.00782342784,8.52051037602998,9.20009505267142,0.105224674747657,0.971680780210665,-0.0160935485040301,0.000967964404894327
0.119210114959852,1.09163466364523,1.01548560880398,8.51845171985596,9.20285637548774,0.104995669326201,0.969737429211977,-0.0162643071102828,0.000973081201334816
0.120110883395195,1.10040570994113,1.02305825308518,8.51761492519421,9.20697746131261,0.104686460301159,0.967629293265851,-0.0164213311461215,0.000978197997775306
0.120998196990831,1.10907600099705,1.03053549346774,8.51694917029078,9.21125378287206,0.104362097862207,0.965504995832909,-0.0165744097111604,0.000983314794215795
0.121887535804551,1.11764041655816,1.03791166624011,8.51532241905702,9.21438174737381,0.104091967294039,0.963524124009015,-0.0167344889701451,0.000988431590656285
0.123607464416785,1.13441897421178,1.05233931723646,8.51355799750202,9.2222077638849,0.10344806570875,0.959385636074709,-0.0170320229505826,0.000998665183537264
0.128487384595138,1.18164391768444,1.09277026898724,8.50488374738537,9.24054716121872,0.101629507274035,0.94774212150313,-0.0178880291284507,0.0010293659621802
0.129247596631534,1.18907651126461,1.099110957073,8.50391795064791,9.24400117623042,0.101283529387048,0.945770607374682,-0.0180152662033883,0.00103448275862069
0.131476198159168,1.21075999618437,1.11757255226988,8.50018914387017,9.25322470223351,0.100265309439958,0.939991977559702,-0.0183895040027391,0.00104983314794216
0.133658296736884,1.23168736293394,1.13533905664891,8.49434030185127,9.25982051158198,0.0993195360850153,0.934488917466874,-0.0187648895110562,0.00106518353726363
0.134377904546323,1.23853245430433,1.14113991526214,8.49202046359311,9.26157403638337,0.0990123380418124,0.93269071230309,-0.0188899229657162,0.00107030033370412
0.137184345039272,1.26548634595834,1.16393091670825,8.48442959271377,9.27064388155107,0.0976088218485362,0.925135066826301,-0.0193528974793447,0.00109076751946607
0.137886873695179,1.27216177273431,1.16956286342547,8.48204642024863,9.27238864513118,0.0972648791036804,0.923267161118532,-0.0194702462614008,0.00109588431590656
0.139283688558009,1.28550112518338,1.18080183614337,8.47767494074935,9.27643578675406,0.0965265918654155,0.919407765413692,-0.0196965004005837,0.00110611790878754
0.140680704504447,1.29888871700671,1.19206205880315,8.47352920929869,9.28091252587462,0.0957359083666468,0.915407822397081,-0.0199158841724225,0.00111635150166852
0.143551883399842,1.32615683916109,1.21493156235311,8.46336205125991,9.28832898733354,0.0941287552527075,0.907245806092371,-0.0203691149468325,0.00113681868743048
0.146597497285695,1.35475982347721,1.23882459764796,8.45051669083882,9.29380324201551,0.092471735058709,0.898734832802499,-0.0208556662127023,0.00115728587319244
0.148200705931713,1.36987602178019,1.25141131304695,8.44403071618004,9.29706632152931,0.0915641643408659,0.894161252150146,-0.0211055005581347,0.00116751946607341
0.149880101358466,1.38575022800461,1.26459838461342,8.43740011616955,9.30064501629644,0.0906061028336071,0.889352699524507,-0.0213647824211938,0.00117775305895439
0.150753042529796,1.39403362690568,1.27146677002314,8.4341035423669,9.30266247061364,0.0901035985334076,0.886841602066815,-0.0214982098085317,0.00118286985539488
0.154545323864854,1.43014448655643,1.30130550805913,8.42021923094286,9.31146216751933,0.0879824179890924,0.876116837339135,-0.0220816196783343,0.00120333704115684
0.156634025681636,1.45026667991518,1.31785763516844,8.41361019378403,9.31718843675354,0.0868345388378258,0.870274489615053,-0.0224016217858671,0.00121357063403782
0.160026478407032,1.4832153257215,1.34484524376431,8.40389201306838,9.32695710404786,0.0850683804637699,0.861079338187937,-0.0229308121593608,0.00122892102335929
0.161226042954541,1.49492288130489,1.35440064167791,8.40063191316924,9.33038057709031,0.0844820452532564,0.857942701120768,-0.0231226588977825,0.00123403781979978
0.166244528714919,1.5449007219415,1.39499353359763,8.39121470270944,9.34896356307708,0.0820320077013828,0.844854859182054,-0.0239156622452197,0.00125450500556174
0.167524967371915,1.55802016907792,1.40559826230876,8.39038075553393,9.3554907667818,0.0813758849498209,0.84142993103955,-0.0241093665894179,0.00125962180200222
0.171446703184761,1.59816282896314,1.4379109845363,8.38692700312075,9.3736282177548,0.0795554639289158,0.831516832981277,-0.0247334523973845,0.00127497219132369
0.175322322765754,1.63828686076195,1.47000970623893,8.38461231319067,9.392321233878,0.0778501099348576,0.822028968634878,-0.0253627152026671,0.00129032258064516
0.184245527898121,1.73325264190518,1.54520677528611,8.3866718118691,9.4450654743848,0.0737824123207198,0.799848695017332,-0.0267636508602669,0.00133125695216908
0.1860694282487,1.75228964149203,1.56014467853596,8.38474484078424,9.45305134006508,0.0730581748089366,0.795662806388888,-0.0270735689410156,0.00134149054505006
0.188992571424428,1.78350594517886,1.58454348657285,8.38415750751586,9.47025827517832,0.0716794667584202,0.788282212821895,-0.0275197225051255,0.00136195773081201
0.192741182266052,1.82295213342382,1.61518659339646,8.38008034612408,9.49103489602162,0.0697651858651764,0.778359520777379,-0.0280600675332684,0.00140800889877642
0.193572745716375,1.83123332754516,1.62158871129305,8.37715405281808,9.49369334353085,0.0693574399625278,0.776211906323043,-0.0281859055981816,0.00143359288097887
0.193736516912534,1.83294534093612,1.62291170566173,8.37690143048471,9.49476281793201,0.0692516523704144,0.775707504473322,-0.0282043884274006,0.00144382647385984
0.193793600967783,1.83355275541131,1.62338088276762,8.37685493566685,9.49520390734335,0.0692117027180274,0.775521838281367,-0.0282100629861009,0.00144894327030033
0.193870467049515,1.83435844186252,1.62400326945441,8.37674398875637,9.49573181117771,0.0691601916589019,0.775279109280565,-0.0282182887555091,0.00145917686318131
0.193905270051624,1.83471971560148,1.62428236939051,8.37667985484906,9.4959523404714,0.0691374757739584,0.775171142121101,-0.0282221698718136,0.00146941045606229
0.193898489313024,1.83465881624914,1.62423519822045,8.37672951437144,9.49596458117758,0.0691397222703155,0.775185209613832,-0.0282208622180797,0.00148476084538376
0.193726364501238,1.83285373731601,1.6228407651591,8.37697424063689,9.49478047942142,0.069254942898725,0.775728333216648,-0.0282024161558284,0.00154104560622914
0.193739740150587,1.83298371408303,1.62294130178842,8.3769148266998,9.4948113967526,0.069248467761324,0.775694052592444,-0.028204474020692,0.00155127919911012
0.194109486291481,1.83643862224573,1.62560649916948,8.37468858543275,9.49486081949901,0.0690973689984505,0.774835686036005,-0.0282686137981363,0.00158709677419355
0.194686236138642,1.84238730941746,1.63019569760501,8.37345119993024,9.49859735941381,0.0686974563062132,0.772970857544175,-0.0283276088770639,0.001612680756396
0.19537978236557,1.84907384117739,1.63534361298482,8.37007592691947,9.50091181348974,0.0682649444320888,0.770882062089395,-0.0284120576518674,0.00163314794215795
0.196476270205532,1.85872413614491,1.64275341129115,8.36107795395689,9.50091301409868,0.0676140785598458,0.76768321524878,-0.0285580343424111,0.0016587319243604
0.196676087140184,1.86066017753452,1.64423942183756,8.36013897645624,9.50246068542603,0.0674050118280504,0.766808353192703,-0.0285622476190953,0.00166384872080089
0.197786649736325,1.86932685030456,1.6508673292963,8.34670758363679,9.5009571789667,0.0664959163936338,0.762756019278561,-0.0286560733905744,0.00168943270300334
0.1984347795892,1.87323242178847,1.65383946271605,8.33442336136757,9.49605363255438,0.0659488804057349,0.760333850693642,-0.0287125273372221,0.00170478309232481
0.19862280640733,1.87427106662787,1.65462922395507,8.33050974298392,9.49487812301174,0.0657307305105106,0.759437788947735,-0.0287149089662173,0.00170989988876529
0.200632891717399,1.87717516923434,1.65677645024471,8.25775094035111,9.45683149082528,0.062870989988121,0.748106976686108,-0.0286407286282208,0.00177130144605117
0.201103995432897,1.87591974614983,1.65580832903578,8.23359240313196,9.44272918144538,0.0619614056744138,0.744658231340444,-0.0285658302660813,0.00178665183537264
0.204452674991224,1.87286552812904,1.65350212190593,8.08745653230954,9.34683251300259,0.0570545253872179,0.725100297788621,-0.0282968394215257,0.001853170189099
0.204846704502875,1.87344012516318,1.65394789405271,8.07407616376617,9.33803853038023,0.0565815091551602,0.723128758502429,-0.0282790453661344,0.00185828698553949
0.209136312724002,1.88674813185884,1.6641542292997,7.95727058407061,9.26090297730772,0.0524677852377443,0.704976432456641,-0.0282684134789954,0.0018992213570634
0.211298154162488,1.89653203730656,1.67161085267709,7.91114744614204,9.23088085453434,0.050820009207701,0.697184909047138,-0.0283350326541872,0.00191457174638487
0.229316292616672,2.01091544868007,1.75738228693833,7.66357360345084,9.09216726397739,0.0408466114315364,0.644199501424256,-0.0293844154618331,0.00201179087875417
0.230331596032416,2.01830814891547,1.76284730225755,7.65351924192568,9.08772997084439,0.0403976180153609,0.64157832992457,-0.0294569879302059,0.00201690767519466
0.248266948416986,2.15484189144431,1.86211600926114,7.50045876478715,9.03127669109271,0.033568027181189,0.599011186462075,-0.0308839510380934,0.00211412680756396
0.252301719279457,2.18665484046367,1.88478294210261,7.47035314497787,9.02396537398166,0.0321753543758532,0.589912449211074,-0.031193789441465,0.00213971078976641
0.278444016415617,2.38384531136303,2.02081490069331,7.25752676141891,8.97363838777247,0.0239370974663892,0.533473089267603,-0.0329513221704831,0.00238020022246941
0.281365856489451,2.40409564875545,2.03429778625474,7.23008047826515,8.96799576692607,0.0230140892706773,0.527066453485694,-0.0330550160573278,0.00242113459399333
0.290823619320212,2.46271200173333,2.07274136078494,7.12714244334724,8.93461972974507,0.0202404353757518,0.507092181390184,-0.033399695710676,0.0025797552836485
0.300523746788862,2.51098303441653,2.10374617452936,7.00026602559092,8.88753527197693,0.0174254832666625,0.486443605336258,-0.0334891605050124,0.00280489432703003
0.306150657460271,2.52958768484973,2.11553862967503,6.91012277166043,8.84935247222739,0.0157993029454881,0.474324803745832,-0.0333809520893669,0.00297886540600667
0.31029297163522,2.5358710271958,2.11953709802137,6.83076089945437,8.81051214520891,0.0146317388725828,0.465451075619998,-0.0332406913548419,0.00313748609566185
0.311709766077216,2.53605864743657,2.11969926566338,6.80023373133036,8.79660306289456,0.0141906252072924,0.46219286226235,-0.0331253327101039,0.00320400444938821
0.311846490616153,2.53602425755617,2.11967956688501,6.79718909998603,8.79435141701893,0.0141656412231209,0.461963611174489,-0.0331337070657426,0.0032091212458287
0.312303867181581,2.53572526109765,2.11951612777336,6.78671111856908,8.79073382671636,0.013994795225861,0.460769633931308,-0.0330605847265722,0.00323470522803115
0.312575730768581,2.53556492169817,2.11942119451707,6.78050464540451,8.78595221365233,0.0139488004684014,0.460331141937128,-0.0330807530212198,0.00324493882091212
0.312591044711603,2.53546598425776,2.11936755158272,6.78000085875156,8.78779777869628,0.0138994237357529,0.460077260511729,-0.0330275386763661,0.00325005561735261
0.312990578356933,2.53515547960089,2.11918237769439,6.77075453459075,8.7806597333204,0.0138319024383731,0.459432737042191,-0.0330567244778725,0.00326540600667408
0.31369343647053,2.5340180436583,2.1185173129647,6.7534639449293,8.7733970320381,0.0135857200227383,0.457671587380061,-0.0329568932075531,0.003306340378198
0.315588460945398,2.52899037281153,2.11552797199117,6.70343892059219,8.74745519574562,0.0129974723999758,0.45327699627361,-0.0327585764458633,0.00341890989988877
0.317488012365138,2.52037120193391,2.1103849691567,6.64713276395955,8.71567492510361,0.012422067484021,0.448917894634522,-0.0325505786087426,0.003546829810901
0.317794881881172,2.5183247757646,2.10916673228269,6.6368807445783,8.71060855315561,0.0123086677810868,0.448108852364833,-0.0324884079760461,0.00357241379310345
0.317898914234914,2.5179086273749,2.10891619331773,6.63392071782707,8.70807348660561,0.0122948361444022,0.447957814186163,-0.0324984152624205,0.00357753058954394
0.318088453205415,2.51618359133532,2.1078917497708,6.62674714699426,8.70561897252263,0.0121976931490032,0.447321487438251,-0.0324247578528601,0.0035979977753059
0.320071778979842,2.49884256542881,2.09757460746854,6.55345064833298,8.66357551896705,0.0115310493630913,0.442399043652957,-0.0320775677844847,0.00377708565072303
0.321149761621012,2.48556729958404,2.08969572569917,6.50691974719639,8.63580123072752,0.0111528591837132,0.439628165537223,-0.0318495258662264,0.00389477196885428
0.321966468738089,2.47308217559619,2.08229717806833,6.46743490472677,8.61151580875908,0.0108579768639949,0.437478563848346,-0.0316554311168944,0.00399710789766407
0.323137344094368,2.44752643812007,2.06719273656783,6.39725730977145,8.569145367182,0.010354830807086,0.433971553204936,-0.0312455174824771,0.00419154616240267
0.323544545650271,2.43336774792504,2.05884242483458,6.36339710408855,8.54982069345094,0.0101117058101734,0.432396686881833,-0.0309972517961444,0.00429388209121246
0.323999941396564,2.42034963368566,2.05116365302358,6.33075316057862,8.52753057957491,0.00993488956635597,0.43112150188182,-0.0308523801492248,0.00438598442714127
0.324035614104339,2.41888855715345,2.05030283273563,6.32739965451896,8.52544355788331,0.00991445331554995,0.430987532160726,-0.0308311284689626,0.00439621802002225
0.324205706872906,2.41155035207215,2.04597983607565,6.31074590206924,8.51499053791064,0.00981536908903037,0.430339901915044,-0.0307266572497068,0.00444738598442714
0.324231786180266,2.40785660961528,2.04380784040466,6.30353940457999,8.51152431220433,0.00975958971942606,0.430030983700778,-0.0306500174590883,0.00447296996662959
