#density, energy density and pressure in cgs units for eos=ALF2.

#density, energy density and pressure in cgs units for eos=ALF2.
#i rho edens pres
2.870000000000000000e+02 1.778954512235045463e-08 2.954816953752707690e+07 3.949995461220655065e+24
2.880000000000000000e+02 1.830653330947642416e-08 3.040700931410257146e+07 4.098383671757252929e+24
2.890000000000000000e+02 1.883854587096337637e-08 3.129081302082619071e+07 4.252346334528686287e+24
2.900000000000000000e+02 1.938601943540446039e-08 3.220030632679416612e+07 4.412092863191171971e+24
2.910000000000000000e+02 1.994940332040941439e-08 3.313623599692394212e+07 4.577840538376616221e+24
2.920000000000000000e+02 2.052915990136367448e-08 3.409937050528486818e+07 4.749814803228514394e+24
2.930000000000000000e+02 2.112576499090532576e-08 3.509050066626489908e+07 4.928249570040503786e+24
2.940000000000000000e+02 2.173970822943017405e-08 3.611044028409000486e+07 5.113387538414331218e+24
2.950000000000000000e+02 2.237149348694413765e-08 3.716002682122780383e+07 5.305480525369552270e+24
2.960000000000000000e+02 2.302163927659601490e-08 3.824012208623001724e+07 5.504789807854967918e+24
2.970000000000000000e+02 2.369067918022596009e-08 3.935161294157250226e+07 5.711586478126446909e+24
2.980000000000000000e+02 2.437916228628245353e-08 4.049541203208010644e+07 5.926151812475540702e+24
2.990000000000000000e+02 2.508765364046567703e-08 4.167245853453260660e+07 6.148777653810029367e+24
3.000000000000000000e+02 2.581673470946575726e-08 4.288371892906549573e+07 6.379766808606255897e+24
3.010000000000000000e+02 2.656700385818012242e-08 4.413018779300540686e+07 6.619433458774388003e+24
3.020000000000000000e+02 2.733907684079708597e-08 4.541288861778526753e+07 6.868103588995321398e+24
3.030000000000000000e+02 2.813358730615257416e-08 4.673287464961670339e+07 7.126115430111730603e+24
3.040000000000000000e+02 2.895118731777329973e-08 4.809122975460838526e+07 7.393819919175873741e+24
3.050000000000000000e+02 2.979254788903124823e-08 4.948906930903788656e+07 7.671581176779270900e+24
3.060000000000000000e+02 3.065835953385323619e-08 5.092754111551641673e+07 7.959777002314977996e+24
3.070000000000000000e+02 3.154933283343202681e-08 5.240782634579011798e+07 8.258799387844288860e+24
3.080000000000000000e+02 3.246619901940872262e-08 5.393114051096058637e+07 8.569055051268329631e+24
3.090000000000000000e+02 3.340971057400326493e-08 5.549873445991891623e+07 8.890965989529167635e+24
3.100000000000000000e+02 3.438064184758352198e-08 5.711189540681029111e+07 9.224970052592136702e+24
3.110000000000000000e+02 3.537978969418482497e-08 5.877194798838241398e+07 9.571521538991855394e+24
3.120000000000000000e+02 3.640797412549545764e-08 6.048025535207601637e+07 9.931091813749821501e+24
3.130000000000000000e+02 3.746603898384985637e-08 6.223822027576063573e+07 1.030416994950585486e+25
3.140000000000000000e+02 3.855485263478014505e-08 6.404728632003293931e+07 1.069126339173477081e+25
3.150000000000000000e+02 3.967530867969166417e-08 6.590893901402003318e+07 1.109289864895218271e+25
3.160000000000000000e+02 4.082832668925341172e-08 6.782470707567274570e+07 1.150962200885031155e+25
3.170000000000000000e+02 4.201485295809820536e-08 6.979616366753964126e+07 1.194200028133534901e+25
3.180000000000000000e+02 4.323586128145780156e-08 7.182492768906414509e+07 1.239062156947913154e+25
3.190000000000000000e+02 4.449235375436833923e-08 7.391266510646319389e+07 1.285609606943296435e+25
3.200000000000000000e+02 4.578536159409880631e-08 7.606109032127553225e+07 1.333905690039053328e+25
3.210000000000000000e+02 4.711594598648476131e-08 7.827196757871632278e+07 1.384016096573130232e+25
3.220000000000000000e+02 4.848519895685328082e-08 8.054711241698165238e+07 1.436008984651263614e+25
3.230000000000000000e+02 4.989424426626101682e-08 8.288839315870591998e+07 1.489955072852850728e+25
3.240000000000000000e+02 5.134423833377835830e-08 8.529773244579383731e+07 1.545927736419478533e+25
3.250000000000000000e+02 5.283637118557307343e-08 8.777710881888291240e+07 1.604003107056813323e+25
3.260000000000000000e+02 5.437186743158057740e-08 9.032855834274837375e+07 1.664260176485901884e+25
3.270000000000000000e+02 5.595198727055251042e-08 9.295417627897019684e+07 1.726780903884359462e+25
3.280000000000000000e+02 5.757802752431680216e-08 9.565611880725130439e+07 1.791650327363895848e+25
3.290000000000000000e+02 5.925132270209474650e-08 9.843660479679614305e+07 1.858956679635688184e+25
3.300000000000000000e+02 6.097324609574496984e-08 1.012979176292002201e+08 1.928791508020769897e+25
3.310000000000000000e+02 6.274521090684219956e-08 1.042424070743639022e+08 2.001249798969034916e+25
3.320000000000000000e+02 6.456867140650484757e-08 1.072724912209544331e+08 2.076430107255779113e+25
3.330000000000000000e+02 6.644512412893232136e-08 1.103906584630185217e+08 2.154434690031877757e+25
3.340000000000000000e+02 6.837610909962870476e-08 1.135994695443731397e+08 2.235369645909796672e+25
3.350000000000000000e+02 7.036321109931568897e-08 1.169015596624478251e+08 2.319345059274418216e+25
3.360000000000000000e+02 7.240806096458300329e-08 1.202996406333255619e+08 2.406475150015421667e+25
3.370000000000000000e+02 7.451233692633106039e-08 1.237965031197411716e+08 2.496878428884331726e+25
3.380000000000000000e+02 7.667776598711488680e-08 1.273950189238868654e+08 2.590677858688001089e+25
3.390000000000000000e+02 7.890612533851569374e-08 1.310981433469031155e+08 2.688001021537607357e+25
3.400000000000000000e+02 8.119924381969830010e-08 1.349089176169864535e+08 2.788980292380428169e+25
3.410000000000000000e+02 8.355900341836349405e-08 1.388304713881309628e+08 2.893753019050947204e+25
3.420000000000000000e+02 8.598734081531287709e-08 1.428660253115331829e+08 3.002461709085555274e+25
3.430000000000000000e+02 8.848624897390536898e-08 1.470188936817954183e+08 3.115254223555478378e+25
3.440000000000000000e+02 9.105777877570629715e-08 1.512924871600956619e+08 3.232283978181380853e+25
3.450000000000000000e+02 9.370404070366444444e-08 1.556903155765531957e+08 3.353710152002915215e+25
3.460000000000000000e+02 9.642720657421344196e-08 1.602159908141176403e+08 3.479697903887688112e+25
3.470000000000000000e+02 9.922951131970137148e-08 1.648732297763247490e+08 3.610418597173344712e+25
3.480000000000000000e+02 1.021132548226263190e-07 1.696658574413825572e+08 3.746050032748981650e+25
3.490000000000000000e+02 1.050808038031770751e-07 1.745978100050908029e+08 3.886776690892667283e+25
3.500000000000000000e+02 1.081345937616224076e-07 1.796731381151667237e+08 4.032789982193688787e+25
3.510000000000000000e+02 1.112771309771580326e-07 1.848960101996632814e+08 4.184288507901576452e+25
3.520000000000000000e+02 1.145109945648331115e-07 1.902707158921853304e+08 4.341478330055100932e+25
3.530000000000000000e+02 1.178388385922605462e-07 1.958016695567472577e+08 4.504573251759444565e+25
3.540000000000000000e+02 1.212633942578416121e-07 2.014934139151598513e+08 4.673795107992463549e+25
3.550000000000000000e+02 1.247874721322858562e-07 2.073506237799182534e+08 4.849374067335213167e+25
3.560000000000000000e+02 1.284139644652833533e-07 2.133781098956901133e+08 5.031548945038046210e+25
3.570000000000000000e+02 1.321458475592006947e-07 2.195808228925268054e+08 5.220567527846985536e+25
3.580000000000000000e+02 1.359861842117676236e-07 2.259638573540800810e+08 5.416686911033135529e+25
3.590000000000000000e+02 1.399381262297513864e-07 2.325324560041582584e+08 5.620173848083188138e+25
3.600000000000000000e+02 1.440049170156736976e-07 2.392920140150499344e+08 5.831305113526194614e+25
3.610000000000000000e+02 1.481898942297137916e-07 2.462480834411947727e+08 6.050367879391212264e+25
3.620000000000000000e+02 1.524964925289570167e-07 2.534063777818046212e+08 6.277660105806512402e+25
3.630000000000000000e+02 1.569282463862584388e-07 2.607727766762241721e+08 6.513490946272782883e+25
3.640000000000000000e+02 1.614887929910266533e-07 2.683533307358785868e+08 6.758181168161110080e+25
3.650000000000000000e+02 1.661818752342987847e-07 2.761542665167669058e+08 7.012063589007147926e+25
3.660000000000000000e+02 1.710113447805802999e-07 2.841819916366308928e+08 7.275483529196217891e+25
3.670000000000000000e+02 1.759811652289417384e-07 2.924431000409596562e+08 7.548799281653447201e+25
3.680000000000000000e+02 1.810954153659922076e-07 3.009443774222046733e+08 7.832382599179236457e+25
3.690000000000000000e+02 1.863582925133825473e-07 3.096928067966349721e+08 8.126619200091945455e+25
3.700000000000000000e+02 1.917741159725972445e-07 3.186955742434390187e+08 8.431909292866216925e+25
3.710000000000000000e+02 1.973473305698505270e-07 3.279600748107754588e+08 8.748668120479895864e+25
3.720000000000000000e+02 2.030825103040020724e-07 3.374939185936419964e+08 9.077326525210241650e+25
3.730000000000000000e+02 2.089843621004918334e-07 3.473049369885690212e+08 9.418331534647998436e+25
3.740000000000000000e+02 2.150577296743634699e-07 3.574011891302686930e+08 9.772146969725724149e+25
3.750000000000000000e+02 2.213075975055587145e-07 3.677909685155507326e+08 1.013925407558810075e+26
3.760000000000000000e+02 2.277390949297329252e-07 3.784828098199362159e+08 1.052015217616156994e+26
3.770000000000000000e+02 2.343575003479542254e-07 3.894854959125852585e+08 1.091535935331393312e+26
3.780000000000000000e+02 2.411682455587502812e-07 4.008080650753253102e+08 1.132541315152817366e+26
3.790000000000000000e+02 2.481769202160421990e-07 4.124598184316917658e+08 1.175087130904807636e+26
3.800000000000000000e+02 2.553892764166398698e-07 4.244503275921227932e+08 1.219231251649104426e+26
3.810000000000000000e+02 2.628112334210489424e-07 4.367894425215687156e+08 1.265033720395901285e+26
3.820000000000000000e+02 2.704488825114696326e-07 4.494872996360045075e+08 1.312556835771845499e+26
3.830000000000000000e+02 2.783084919909843312e-07 4.625543301345203519e+08 1.361865236756088343e+26
3.840000000000000000e+02 2.863965123280197261e-07 4.760012685738189220e+08 1.413025990599533670e+26
3.850000000000000000e+02 2.947195814503233692e-07 4.898391616922039390e+08 1.466108684046977007e+26
3.860000000000000000e+02 3.032845301927804848e-07 5.040793774902915955e+08 1.521185517986101812e+26
3.870000000000000000e+02 3.120983879035521942e-07 5.187336145759290457e+08 1.578331405652119723e+26
3.880000000000000000e+02 3.211683882131448155e-07 5.338139117810309529e+08 1.637624074521695643e+26
3.890000000000000000e+02 3.305019749711262010e-07 5.493326580582108498e+08 1.699144172034626004e+26
3.900000000000000000e+02 3.401068083553818392e-07 5.653026026653897762e+08 1.762975375287196821e+26
3.910000000000000000e+02 3.499907711589037153e-07 5.817368656467258930e+08 1.829204504846290053e+26
3.920000000000000000e+02 3.601619752592810547e-07 5.986489486185086966e+08 1.897921642839103269e+26
3.930000000000000000e+02 3.706287682762148585e-07 6.160527458689142466e+08 1.969220255479181588e+26
3.940000000000000000e+02 3.813997404224960343e-07 6.339625557807158232e+08 2.043197320195270545e+26
3.950000000000000000e+02 3.924837315540965678e-07 6.523930925863970518e+08 2.119953457536060232e+26
3.960000000000000000e+02 4.038898384251317590e-07 6.713594984652957916e+08 2.199593068030070324e+26
3.970000000000000000e+02 4.156274221536619829e-07 6.908773559927586317e+08 2.282224474186900948e+26
3.980000000000000000e+02 4.277061159044730560e-07 7.109627009515721798e+08 2.367960067833088230e+26
3.990000000000000000e+02 4.401358327951164887e-07 7.316320355161786079e+08 2.456916462982790045e+26
4.000000000000000000e+02 4.529267740317218245e-07 7.529023418205637932e+08 2.549214654451409989e+26
4.010000000000000000e+02 4.660894372812353028e-07 7.747910959209518433e+08 2.644980182427714335e+26
4.020000000000000000e+02 4.796346252869645545e-07 7.973162821648100615e+08 2.744343303228368195e+26
4.030000000000000000e+02 4.935734547345183591e-07 8.204964079780273438e+08 2.847439166467259247e+26
4.040000000000000000e+02 5.079173653753871435e-07 8.443505190823848248e+08 2.954407998880379754e+26
4.050000000000000000e+02 5.226781294156866681e-07 8.688982151559040546e+08 3.065395295056535990e+26
4.060000000000000000e+02 5.378678611777151964e-07 8.941596659488749504e+08 3.180552015332913177e+26
4.070000000000000000e+02 5.534990270423379268e-07 9.201556278689724207e+08 3.300034791125288589e+26
4.080000000000000000e+02 5.695844556802601633e-07 9.469074610489488840e+08 3.424006137971439340e+26
4.090000000000000000e+02 5.861373485806695085e-07 9.744371469110970497e+08 3.552634676578139255e+26
4.100000000000000000e+02 6.031712908858548378e-07 1.002767306242889404e+09 3.686095362172168864e+26
4.110000000000000000e+02 6.207002625406572559e-07 1.031921217798611879e+09 3.824569722466991662e+26
4.120000000000000000e+02 6.387386497659950125e-07 1.061922837442465544e+09 3.968246104569485865e+26
4.130000000000000000e+02 6.573012568657684090e-07 1.092796817848709583e+09 4.117319931161695862e+26
4.140000000000000000e+02 6.764033183769260227e-07 1.124568528775225878e+09 4.271993966306776598e+26
4.150000000000000000e+02 6.960605115726309078e-07 1.157264077927135944e+09 4.432478591240409830e+26
4.160000000000000000e+02 7.162889693287424164e-07 1.190910332427582264e+09 4.598992090522429165e+26
4.170000000000000000e+02 7.371052933642807457e-07 1.225534940913530350e+09 4.771760948938750983e+26
4.180000000000000000e+02 7.585265678666097226e-07 1.261166356274569511e+09 4.951020159556371304e+26
4.190000000000000000e+02 7.805703735126320530e-07 1.297833859053624630e+09 5.137013543351338942e+26
4.200000000000000000e+02 8.032548018974600426e-07 1.335567581528780222e+09 5.329994080844104134e+26
4.210000000000000000e+02 8.265984703823530138e-07 1.374398532495962620e+09 5.530224256192889172e+26
4.220000000000000000e+02 8.506205373742324095e-07 1.414358622773099661e+09 5.737976414214139551e+26
4.230000000000000000e+02 8.753407180491621222e-07 1.455480691446514606e+09 5.953533130814394655e+26
4.240000000000000000e+02 9.007793005328261799e-07 1.497798532881381035e+09 6.177187597338488122e+26
4.250000000000000000e+02 9.269571625512360310e-07 1.541346924518405199e+09 6.409244019356469636e+26
4.260000000000000000e+02 9.538957885652704607e-07 1.586161655479539633e+09 6.650018030431105317e+26
4.270000000000000000e+02 9.816172874032579635e-07 1.632279556006520510e+09 6.899837121430024749e+26
4.280000000000000000e+02 1.010144410405893769e-06 1.679738527756197453e+09 7.159041085964917005e+26
4.290000000000000000e+02 1.039500570098535039e-06 1.728577574977852821e+09 7.427982482564910885e+26
4.300000000000000000e+02 1.069709859406139572e-06 1.778836836598099947e+09 7.707027114212319213e+26
4.310000000000000000e+02 1.100797071426549248e-06 1.830557619239683628e+09 7.996554525892329472e+26
4.320000000000000000e+02 1.132787719778513281e-06 1.883782431201654911e+09 8.296958520834915750e+26
4.330000000000000000e+02 1.165708059540950207e-06 1.938555017428586721e+09 8.608647696149279825e+26
4.340000000000000000e+02 1.199585108800800935e-06 1.994920395497920513e+09 8.932045998580958940e+26
4.350000000000000000e+02 1.234446670827094516e-06 2.052924892654989004e+09 9.267593301146901559e+26
4.360000000000000000e+02 1.270321356889345953e-06 2.112616183926096916e+09 9.615746001432075289e+26
4.370000000000000000e+02 1.307238609739203888e-06 2.174043331341384888e+09 9.976977642363210977e+26
4.380000000000000000e+02 1.345228727774385867e-06 2.237256824299407959e+09 1.035177955630180441e+27
4.390000000000000000e+02 1.384322889904932885e-06 2.302308621107019901e+09 1.074066153333432330e+27
4.400000000000000000e+02 1.424553181142111356e-06 2.369252191728664875e+09 1.114415251466790413e+27
4.410000000000000000e+02 1.465952618930877022e-06 2.438142561780163765e+09 1.156280131207372956e+27
4.420000000000000000e+02 1.508555180247726951e-06 2.509036357803602695e+09 1.199717735435885497e+27
4.430000000000000000e+02 1.552395829485917564e-06 2.581991853860211849e+09 1.244787146187911231e+27
4.440000000000000000e+02 1.597510547151154500e-06 2.657069019479991913e+09 1.291549665014882581e+27
4.450000000000000000e+02 1.643936359391223253e-06 2.734329569007480621e+09 1.340068896363953537e+27
4.460000000000000000e+02 1.691711368383686640e-06 2.813837012384143353e+09 1.390410834090066847e+27
4.470000000000000000e+02 1.740874783606847262e-06 2.895656707409682274e+09 1.442643951218158887e+27
4.480000000000000000e+02 1.791466954019324318e-06 2.979855913524816990e+09 1.496839293077261582e+27
4.490000000000000000e+02 1.843529401174923992e-06 3.066503847160313606e+09 1.553070573933458407e+27
4.500000000000000000e+02 1.897104853299869928e-06 3.155671738697718143e+09 1.611414277253023162e+27
4.510000000000000000e+02 1.952237280360252691e-06 3.247432891088556767e+09 1.671949759731985034e+27
4.520000000000000000e+02 2.008971930148759508e-06 3.341862740180799007e+09 1.734759359233932475e+27
4.530000000000000000e+02 2.067355365419956896e-06 3.439038916801764965e+09 1.799928506782483916e+27
4.540000000000000000e+02 2.127435502104890194e-06 3.539041310649110794e+09 1.867545842761074077e+27
4.550000000000000000e+02 2.189261648636261239e-06 3.641952136042426109e+09 1.937703337477992765e+27
4.560000000000000000e+02 2.252884546416309190e-06 3.747855999589398861e+09 2.010496416260492921e+27
4.570000000000000000e+02 2.318356411460953285e-06 3.856839969822916508e+09 2.086024089248504952e+27
4.580000000000000000e+02 2.385730977253952243e-06 3.968993648865835190e+09 2.164389086064029259e+27
4.590000000000000000e+02 2.455063538846612486e-06 4.084409246183097363e+09 2.245697995539771820e+27
4.600000000000000000e+02 2.526410998239096168e-06 4.203181654481801510e+09 2.330061410696929382e+27
4.610000000000000000e+02 2.599831911080410854e-06 4.325408527821530342e+09 2.417594079169123459e+27
4.620000000000000000e+02 2.675386534725807607e-06 4.451190362000038147e+09 2.508415059277541264e+27
4.630000000000000000e+02 2.753136877690545088e-06 4.580630577279775620e+09 2.602647881969014857e+27
4.640000000000000000e+02 2.833146750541011376e-06 4.713835603524173737e+09 2.700420718837769866e+27
4.650000000000000000e+02 2.915481818264811916e-06 4.850914967813644409e+09 2.801866556459201096e+27
4.660000000000000000e+02 3.000209654162635579e-06 4.991981384613258362e+09 2.907123377272569453e+27
4.670000000000000000e+02 3.087399795306546381e-06 5.137150848567235947e+09 3.016334347259197509e+27
4.680000000000000000e+02 3.177123799609702866e-06 5.286542729995883942e+09 3.129648010670763301e+27
4.690000000000000000e+02 3.269455304554780601e-06 5.440279873174522400e+09 3.247218492073125485e+27
4.700000000000000000e+02 3.364470087629132612e-06 5.598488697475214005e+09 3.369205705980274063e+27
4.710000000000000000e+02 3.462246128516067641e-06 5.761299301454343796e+09 3.495775574363264317e+27
4.720000000000000000e+02 3.562863673093807686e-06 5.928845569972831726e+09 3.627100252330648041e+27
4.730000000000000000e+02 3.666405299294014890e-06 6.101265284436285973e+09 3.763358362286547893e+27
4.740000000000000000e+02 3.772955984874479906e-06 6.278700236246968269e+09 3.904735236885555943e+27
4.750000000000000000e+02 3.882603177161374899e-06 6.461296343560829163e+09 4.051423171114655705e+27
4.760000000000000000e+02 3.995436864818080304e-06 6.649203771445580482e+09 4.203621683844700706e+27
4.770000000000000000e+02 4.111549651700070347e-06 6.842577055539926529e+09 4.361537789208005822e+27
4.780000000000000000e+02 4.231036832855742573e-06 7.041575229314822197e+09 4.525386278170185467e+27
4.790000000000000000e+02 4.353996472736194515e-06 7.246361955042816162e+09 4.695390010680053399e+27
4.800000000000000000e+02 4.480529485677889617e-06 7.457105658583163261e+09 4.871780218794640894e+27
4.810000000000000000e+02 4.610739718723971807e-06 7.673979668093508720e+09 5.054796821191225170e+27
4.820000000000000000e+02 4.744734036852910383e-06 7.897162356783765793e+09 5.244688749495118792e+27
4.830000000000000000e+02 4.882622410683566001e-06 8.126837289828656197e+09 5.441714286865909255e+27
4.840000000000000000e+02 5.024518006729385380e-06 8.363193375561362267e+09 5.646141419303661080e+27
4.850000000000000000e+02 5.170537280275496204e-06 8.606425021072647095e+09 5.858248200152547718e+27
4.860000000000000000e+02 5.320800070954634496e-06 8.856732292343379974e+09 6.078323128297210843e+27
4.870000000000000000e+02 5.475429701101114746e-06 9.114321079043989182e+09 6.306665540567405809e+27
4.880000000000000000e+02 5.634553076962596035e-06 9.379403264135290146e+09 6.543586018883256351e+27
4.890000000000000000e+02 5.798300792853548690e-06 9.652196898412149429e+09 6.789406812696098111e+27
4.900000000000000000e+02 5.966807238335558440e-06 9.932926380133506775e+09 7.044462277299051779e+27
4.910000000000000000e+02 6.140210708512067392e-06 1.022182263988654327e+10 7.309099328602888402e+27
4.920000000000000000e+02 6.318653517529006808e-06 1.051912333083916092e+10 7.583677914997190503e+27
4.930000000000000000e+02 6.502282115373308606e-06 1.082507302453602219e+10 7.868571506936875370e+27
4.940000000000000000e+02 6.691247208066150443e-06 1.113992341240146637e+10 8.164167604921455523e+27
4.950000000000000000e+02 6.885703881349178307e-06 1.146393351311513710e+10 8.470868266557419687e+27
4.960000000000000000e+02 7.085811727964796644e-06 1.179736988603084755e+10 8.789090653419927565e+27
4.970000000000000000e+02 7.291734978636044278e-06 1.214050685081681633e+10 9.119267598459298296e+27
4.980000000000000000e+02 7.503642636852253750e-06 1.249362671349647522e+10 9.461848194722030983e+27
4.990000000000000000e+02 7.721708617572214307e-06 1.285701999907850838e+10 9.817298406188820491e+27
5.000000000000000000e+02 7.946111889958251196e-06 1.323098569096755600e+10 1.018610170155977452e+28
5.010000000000000000e+02 8.177036624257854293e-06 1.361583147735256958e+10 1.056875971184800688e+28
5.020000000000000000e+02 8.414672342954640781e-06 1.401187400477847099e+10 1.096579291267809927e+28
5.030000000000000000e+02 8.659214076311187049e-06 1.441943913910809898e+10 1.137774133221494871e+28
5.040000000000000000e+02 8.910862522432685490e-06 1.483886223409228325e+10 1.180516528568803217e+28
5.050000000000000000e+02 9.169824211982255524e-06 1.527048840776912498e+10 1.224864613750933280e+28
5.060000000000000000e+02 9.436311677682566762e-06 1.571467282691997910e+10 1.270878709202054338e+28
5.070000000000000000e+02 9.710543628744236079e-06 1.617178099981955910e+10 1.318621401394748405e+28
5.080000000000000000e+02 9.992745130362500533e-06 1.664218907751937103e+10 1.368157627967476124e+28
5.090000000000000000e+02 1.028314778843087972e-05 1.712628416391582108e+10 1.419554766050098665e+28
5.100000000000000000e+02 1.058198993962288399e-05 1.762446463485844803e+10 1.472882723907504714e+28
5.110000000000000000e+02 1.088951684699711957e-05 1.813714046656100845e+10 1.528214036025864672e+28
5.120000000000000000e+02 1.120598090128791075e-05 1.866473357358956528e+10 1.585623961771137208e+28
5.130000000000000000e+02 1.153164182804469492e-05 1.920767815670376587e+10 1.645190587753667559e+28
5.140000000000000000e+02 1.186676690079186678e-05 1.976642106084175110e+10 1.706994934038404489e+28
5.150000000000000000e+02 1.221163116038332355e-05 2.034142214354355621e+10 1.771121064345090579e+28
5.160000000000000000e+02 1.256651764073101772e-05 2.093315465411645126e+10 1.837656200388164803e+28
5.170000000000000000e+02 1.293171760109465085e-05 2.154210562385895538e+10 1.906690840512251878e+28
5.180000000000000000e+02 1.330753076512079512e-05 2.216877626766230774e+10 1.978318882784170363e+28
5.190000000000000000e+02 1.369426556682964351e-05 2.281368239732496262e+10 2.052637752709248076e+28
5.200000000000000000e+02 1.409223940375049093e-05 2.347735484692061615e+10 2.129748535745523180e+28
5.210000000000000000e+02 1.450177889741279368e-05 2.416033991057026672e+10 2.209756114795894231e+28
5.220000000000000000e+02 1.492322016140876315e-05 2.486319979298389053e+10 2.292769312865648741e+28
5.230000000000000000e+02 1.535690907724489171e-05 2.558651307314033890e+10 2.378901041078900591e+28
5.240000000000000000e+02 1.580320157821099269e-05 2.633087518149253845e+10 2.468268452255687430e+28
5.250000000000000000e+02 1.626246394149889066e-05 2.709689889109166336e+10 2.560993100258461996e+28
5.260000000000000000e+02 1.673507308880945420e-05 2.788521482303472137e+10 2.657201105324495818e+28
5.270000000000000000e+02 1.722141689569724784e-05 2.869647196665829468e+10 2.757023325609582435e+28
5.280000000000000000e+02 1.772189450990353172e-05 2.953133821490352249e+10 2.860595535175750885e+28
5.290000000000000000e+02 1.823691667894155122e-05 3.039050091530000687e+10 2.968058608665596271e+28
5.300000000000000000e+02 1.876690608720190428e-05 3.127466743702292633e+10 3.079558712914229624e+28
5.310000000000000000e+02 1.931229770285350266e-05 3.218456575449075317e+10 3.195247505759200433e+28
5.320000000000000000e+02 1.987353913482769121e-05 3.312094504799148178e+10 3.315282342319423212e+28
5.330000000000000000e+02 2.045109100017501069e-05 3.408457632182885742e+10 3.439826489022935135e+28
5.340000000000000000e+02 2.104542730209904808e-05 3.507625304050528717e+10 3.569049345675222552e+28
5.350000000000000000e+02 2.165703581897654136e-05 3.609679178346627045e+10 3.703126675869931015e+28
5.360000000000000000e+02 2.228641850468151506e-05 3.714703291894620514e+10 3.842240846055045188e+28
5.370000000000000000e+02 2.293409190054551059e-05 3.822784129747927856e+10 3.986581073580439162e+28
5.380000000000000000e+02 2.360058755928775754e-05 3.934010696564286041e+10 4.136343684063285999e+28
5.390000000000000000e+02 2.428645248126681474e-05 4.048474590063041687e+10 4.291732378422148559e+28
5.400000000000000000e+02 2.499224956341024144e-05 4.166270076626007080e+10 4.452958509942659936e+28
5.410000000000000000e+02 2.571855806118930078e-05 4.287494169104253387e+10 4.620241371751293994e+28
5.420000000000000000e+02 2.646597406402154798e-05 4.412246706895922089e+10 4.793808495089106459e+28
5.430000000000000000e+02 2.723511098448692320e-05 4.540630438360649109e+10 4.973895958790078273e+28
5.440000000000000000e+02 2.802660006176266465e-05 4.672751105639498901e+10 5.160748710385897227e+28
5.450000000000000000e+02 2.884109087968886938e-05 4.808717531950495911e+10 5.354620899273612704e+28
5.460000000000000000e+02 2.967925189988787927e-05 4.948641711431732178e+10 5.555776222398855377e+28
5.470000000000000000e+02 3.054177101037956228e-05 5.092638901607286835e+10 5.764488282925873395e+28
5.480000000000000000e+02 3.142935609013733697e-05 5.240827718551674652e+10 5.981040962380956795e+28
5.490000000000000000e+02 3.234273559005303113e-05 5.393330234832510376e+10 6.205728806776538403e+28
5.500000000000000000e+02 3.328265913078416407e-05 5.550272080312041473e+10 6.438857427240425972e+28
5.510000000000000000e+02 3.424989811797655818e-05 5.711782545891466522e+10 6.680743915695587519e+28
5.520000000000000000e+02 3.524524637536506134e-05 5.877994690283735657e+10 6.931717276155400470e+28
5.530000000000000000e+02 3.626952079627305148e-05 6.049045449903503418e+10 7.192118872221207403e+28
5.540000000000000000e+02 3.732356201404644116e-05 6.225075751965555573e+10 7.462302891391153884e+28
5.550000000000000000e+02 3.840823509197030723e-05 6.406230630885131073e+10 7.742636826811277662e+28
5.560000000000000000e+02 3.952443023323662673e-05 6.592659348077067566e+10 8.033501977124700887e+28
5.570000000000000000e+02 4.067306351154343827e-05 6.784515515252735138e+10 8.335293965098186892e+28
5.580000000000000000e+02 4.185507762292609718e-05 6.981957221317204285e+10 8.648423275731744848e+28
5.590000000000000000e+02 4.307144265943912102e-05 7.185147162972167969e+10 8.973315814583574599e+28
5.600000000000000000e+02 4.432315690532093243e-05 7.394252779132539368e+10 9.310413487069084209e+28
5.610000000000000000e+02 4.561124765629759710e-05 7.609446389268655396e+10 9.660174799522606250e+28
5.620000000000000000e+02 4.693677206269526221e-05 7.830905335788496399e+10 1.002307548283864441e+29
5.630000000000000000e+02 4.830081799705452695e-05 8.058812130578225708e+10 1.039960913954122360e+29
5.640000000000000000e+02 4.970450494696034038e-05 8.293354605822975159e+10 1.079028791516190282e+29
5.650000000000000000e+02 5.114898493381721619e-05 8.534726069232527161e+10 1.119564319483879393e+29
5.660000000000000000e+02 5.263544345832689707e-05 8.783125463801296997e+10 1.161622632608497040e+29
5.670000000000000000e+02 5.416510047344131468e-05 9.038757532234674072e+10 1.205260936870841326e+29
5.680000000000000000e+02 5.573921138559072925e-05 9.301832986178509521e+10 1.250538587290393958e+29
5.690000000000000000e+02 5.735906808501075097e-05 9.572568680392559814e+10 1.297517168657594830e+29
5.700000000000000000e+02 5.902600000601011246e-05 9.851187792011932373e+10 1.346260579298910970e+29
5.710000000000000000e+02 6.074137521805333739e-05 1.013792000504602203e+11 1.396835117988733981e+29
5.720000000000000000e+02 6.250660154854971570e-05 1.043300170026754761e+11 1.449309574126215151e+29
5.730000000000000000e+02 6.432312773827205473e-05 1.073667615064969025e+11 1.503755321299741459e+29
5.740000000000000000e+02 6.619244463035540776e-05 1.104919372251408844e+11 1.560246414366377499e+29
5.750000000000000000e+02 6.811608639384766569e-05 1.137081208255603333e+11 1.618859690178199062e+29
5.760000000000000000e+02 7.009563178282039427e-05 1.170179641091971436e+11 1.679674872092646289e+29
