#density, energy density and pressure in cgs units for eos=ALF2.

#density, energy density and pressure in cgs units for eos=ALF2.
#i rho edens pres
5.770000000000000000e+02 7.213270543206891285e-05 1.204241962049970551e+11 1.742774678408917436e+29
5.780000000000000000e+02 7.422897919046716195e-05 1.239296258265139618e+11 1.808244934877955566e+29
5.790000000000000000e+02 7.638617349307385369e-05 1.275371435949829254e+11 1.876174691439131058e+29
5.800000000000000000e+02 7.860605877311163442e-05 1.312497244302853851e+11 1.946656343342263434e+29
5.810000000000000000e+02 8.089045691498266257e-05 1.350704300118021851e+11 2.019785756819870195e+29
5.820000000000000000e+02 8.324124274950834527e-05 1.390024113111921082e+11 2.095662399480430787e+29
5.830000000000000000e+02 8.566034559262277316e-05 1.430489111992055664e+11 2.174389475600084287e+29
5.840000000000000000e+02 8.814975082878502251e-05 1.472132671287058105e+11 2.256074066496872891e+29
5.850000000000000000e+02 9.071150154040511946e-05 1.514989138961204224e+11 2.340827276178294191e+29
5.860000000000000000e+02 9.334770018462609851e-05 1.559093864836283264e+11 2.428764382460440598e+29
5.870000000000000000e+02 9.606051031883274937e-05 1.604483229844383850e+11 2.520004993764089694e+29
5.880000000000000000e+02 9.885215837630585266e-05 1.651194676135954590e+11 2.614673211801097587e+29
5.890000000000000000e+02 1.017249354934822978e-04 1.699266738068268433e+11 2.712897800372480943e+29
5.900000000000000000e+02 1.046811993903150323e-04 1.748739074099955139e+11 2.814812360507581365e+29
5.910000000000000000e+02 1.077233763052815843e-04 1.799652499618248291e+11 2.920555512182733052e+29
5.920000000000000000e+02 1.108539629866238775e-04 1.852049020726182861e+11 3.030271082866393162e+29
5.930000000000000000e+02 1.140755287414555206e-04 1.905971869017886047e+11 3.144108303147271211e+29
5.940000000000000000e+02 1.173907175444226280e-04 1.961465537370994873e+11 3.262222009711686721e+29
5.950000000000000000e+02 1.208022502076416468e-04 2.018575816785875854e+11 3.384772855945983352e+29
5.960000000000000000e+02 1.243129266137022295e-04 2.077349834302436523e+11 3.511927530450713470e+29
5.970000000000000000e+02 1.279256280135603779e-04 2.137836092025990601e+11 3.643858983763540428e+29
5.980000000000000000e+02 1.316433193912114222e-04 2.200084507294725647e+11 3.780746663599357269e+29
5.990000000000000000e+02 1.354690518970872815e-04 2.264146454022313538e+11 3.922776758927739450e+29
6.000000000000000000e+02 1.394059653521681008e-04 2.330074805249957886e+11 4.070142453219438610e+29
6.010000000000000000e+02 1.434572908248702274e-04 2.397923976943478699e+11 4.223044187206655246e+29
6.020000000000000000e+02 1.476263532828185393e-04 2.467749973071776428e+11 4.381689931514185658e+29
6.030000000000000000e+02 1.519165743216819957e-04 2.539610432004321594e+11 4.546295469532408869e+29
6.040000000000000000e+02 1.563314749733178699e-04 2.613564674266400757e+11 4.717084690917041815e+29
6.050000000000000000e+02 1.608746785955195982e-04 2.689673751691793518e+11 4.894289896114531859e+29
6.060000000000000000e+02 1.655499138457496120e-04 2.768000498013997192e+11 5.078152112327649984e+29
6.070000000000000000e+02 1.703610177412878267e-04 2.848609580938031006e+11 5.268921421350666330e+29
6.080000000000000000e+02 1.753119388083120304e-04 2.931567555736304321e+11 5.466857299720191707e+29
6.090000000000000000e+02 1.804067403225000608e-04 3.016942920413352051e+11 5.672228971644572799e+29
6.100000000000000000e+02 1.856496036438029637e-04 3.104806172485259399e+11 5.885315775191450498e+29
6.110000000000000000e+02 1.910448316481366642e-04 3.195229867421333618e+11 6.106407542232011551e+29
6.120000000000000000e+02 1.965968522587979034e-04 3.288288678796588135e+11 6.335804992658240954e+29
6.130000000000000000e+02 2.023102220805070121e-04 3.384059460205314941e+11 6.573820143409598139e+29
6.140000000000000000e+02 2.081896301390677244e-04 3.482621308987524414e+11 6.820776732865720367e+29
6.150000000000000000e+02 2.142399017296996644e-04 3.584055631821239014e+11 7.077010661181889195e+29
6.160000000000000000e+02 2.204660023772156928e-04 3.688446212235594482e+11 7.342870447166727851e+29
6.170000000000000000e+02 2.268730419112805928e-04 3.795879280100908813e+11 7.618717702322983090e+29
6.180000000000000000e+02 2.396643693661432769e-04 4.010382125098577271e+11 7.904927622696436471e+29
6.190000000000000000e+02 2.542981359609757918e-04 4.255800687293906250e+11 8.201889499202244700e+29
6.200000000000000000e+02 2.698254318080605123e-04 4.516224911547888794e+11 8.510007247122246503e+29
6.210000000000000000e+02 2.863008152823384050e-04 4.792571806745760498e+11 8.829699955494046987e+29
6.220000000000000000e+02 3.037821760613005208e-04 5.085814402798599243e+11 9.161402457138501725e+29
6.230000000000000000e+02 3.223309385323707560e-04 5.396985172343721313e+11 9.505565920101210489e+29
6.240000000000000000e+02 3.420122776202427577e-04 5.727179661413338623e+11 9.862658461312871590e+29
6.250000000000000000e+02 3.628953477924901343e-04 6.077560341831877441e+11 1.023316578330244948e+30
6.260000000000000000e+02 3.850535260481474805e-04 6.449360698882852783e+11 1.061759183482994654e+30
6.270000000000000000e+02 4.085646697430094106e-04 6.843889568611638184e+11 1.101645949633654630e+30
6.280000000000000000e+02 4.335113901575904025e-04 7.262535740008789062e+11 1.143031129114480956e+30
6.290000000000000000e+02 4.599813427690101013e-04 7.706772838249656982e+11 1.185971012337675528e+30
6.300000000000000000e+02 4.880675352466841204e-04 8.178164506152366943e+11 1.230524004359261622e+30
6.310000000000000000e+02 5.178686542540826554e-04 8.678369902066087646e+11 1.276750704319259210e+30
6.320000000000000000e+02 5.494894122047842052e-04 9.209149533511632080e+11 1.324713987866114839e+30
6.330000000000000000e+02 5.830409151912457595e-04 9.772371447077669678e+11 1.374479092677539495e+30
6.340000000000000000e+02 6.186410533791276848e-04 1.037001779632821777e+12 1.426113707194135629e+30
6.350000000000000000e+02 6.564149152388303824e-04 1.100419181080351318e+12 1.479688062686396236e+30
6.360000000000000000e+02 6.964952270698083689e-04 1.167712519060836182e+12 1.535275028780414967e+30
6.370000000000000000e+02 7.390228193619411291e-04 1.239118595257520752e+12 1.592950212572119603e+30
6.380000000000000000e+02 7.841471216326550238e-04 1.314888675557783447e+12 1.652792061464897318e+30
6.390000000000000000e+02 8.320266874785538268e-04 1.395289373425574951e+12 1.714881969870547893e+30
6.400000000000000000e+02 8.828297516863540173e-04 1.480603587219377686e+12 1.779304389918577385e+30
6.410000000000000000e+02 9.367348213607375011e-04 1.571131494749992188e+12 1.846146946324538190e+30
6.420000000000000000e+02 9.939313031460759312e-04 1.667191608573309082e+12 1.915500555573524049e+30
6.430000000000000000e+02 1.054620168745937616e-03 1.769121895726866943e+12 1.987459549580985902e+30
6.440000000000000000e+02 1.119014661078894307e-03 1.877280965845546875e+12 2.062121803999152892e+30
6.450000000000000000e+02 1.187341043551723820e-03 1.992049331831677979e+12 2.139588871343421591e+30
6.460000000000000000e+02 1.259839395082869209e-03 2.113830747510265381e+12 2.219966119119943349e+30
6.470000000000000000e+02 1.336764453669496769e-03 2.243053626970096680e+12 2.303362873142126563e+30
6.480000000000000000e+02 1.418386511462255356e-03 2.380172550578895020e+12 2.389892566231052684e+30
6.490000000000000000e+02 1.504992364492863111e-03 2.525669862965302246e+12 2.479672892502170152e+30
6.500000000000000000e+02 1.589098274324166190e-03 2.666972753967385254e+12 2.572825967447931902e+30
6.510000000000000000e+02 1.632878870184307357e-03 2.740529761674606445e+12 2.669478494034307029e+30
6.520000000000000000e+02 1.677865647313948709e-03 2.816116326241257812e+12 2.769761935036885063e+30
6.530000000000000000e+02 1.724091836719335823e-03 2.893788476528275879e+12 2.873812691851069083e+30
6.540000000000000000e+02 1.771591584940569383e-03 2.973603789283787598e+12 2.981772290019685766e+30
6.550000000000000000e+02 1.820399979275083655e-03 3.055621431948280273e+12 3.093787571730136530e+30
6.560000000000000000e+02 1.870553073696098328e-03 3.139902206645174316e+12 3.210010895543155362e+30
6.570000000000000000e+02 1.922087915485087969e-03 3.226508595389511719e+12 3.330600343624581651e+30
6.580000000000000000e+02 1.975042572597985290e-03 3.315504806548636719e+12 3.455719936762143144e+30
6.590000000000000000e+02 2.029456161785399976e-03 3.406956822589699707e+12 3.585539857459831586e+30
6.600000000000000000e+02 2.085368877487509508e-03 3.500932449149510254e+12 3.720236681413065756e+30
6.610000000000000000e+02 2.142822021525077683e-03 3.597501365463622070e+12 3.859993617679747487e+30
6.620000000000000000e+02 2.201858033608420414e-03 3.696735176192159668e+12 4.005000757873602887e+30
6.630000000000000000e+02 2.262520522686910316e-03 3.798707464681259277e+12 4.155455334718879685e+30
6.640000000000000000e+02 2.324854299162239582e-03 3.903493847700075195e+12 4.311561990318246136e+30
6.650000000000000000e+02 2.388905407989112308e-03 4.011172031694083496e+12 4.473533054498462916e+30
6.660000000000000000e+02 2.454721162687957276e-03 4.121821870597017578e+12 4.641588833612753587e+30
6.670000000000000000e+02 2.522350180294629513e-03 4.235525425244443359e+12 4.815957910192340926e+30
6.680000000000000000e+02 2.591842417273002193e-03 4.352367024433573242e+12 4.996877453854889275e+30
6.690000000000000000e+02 2.663249206417043526e-03 4.472433327675143555e+12 5.184593543892934017e+30
6.700000000000000000e+02 2.736623294769493630e-03 4.595813389684093750e+12 5.379361503980697686e+30
6.710000000000000000e+02 2.812018882585297710e-03 4.722598726657573242e+12 5.581446249454932599e+30
6.720000000000000000e+02 2.889491663368436679e-03 4.852883384389681641e+12 5.791122647641745854e+30
6.730000000000000000e+02 2.969098865011777794e-03 4.986764008274024414e+12 6.008675891719693310e+30
6.740000000000000000e+02 3.050899292070448268e-03 5.124339915246716797e+12 6.234401888627889448e+30
6.750000000000000000e+02 3.134953369199777740e-03 5.265713167723425781e+12 6.468607661546321087e+30
6.760000000000000000e+02 3.221323185790067253e-03 5.410988649586133789e+12 6.711611767496245877e+30
6.770000000000000000e+02 3.310072541830987904e-03 5.560274144276271484e+12 6.963744730628207937e+30
6.780000000000000000e+02 3.401266995039564645e-03 5.713680415052891602e+12 7.225349491787221086e+30
6.790000000000000000e+02 3.494973909286657864e-03 5.871321287476187500e+12 7.496781874966907801e+30
6.800000000000000000e+02 3.591262504357526242e-03 6.033313734177900391e+12 7.778411071286482296e+30
6.810000000000000000e+02 3.690203907083436114e-03 6.199777961982473633e+12 8.070620141149457718e+30
6.820000000000000000e+02 3.791871203881854151e-03 6.370837501443954102e+12 8.373806535266471898e+30
6.830000000000000000e+02 3.896339494744167041e-03 6.546619298865953125e+12 8.688382635251192800e+30
6.840000000000000000e+02 4.003685948710890979e-03 6.727253810873870117e+12 9.014776314524954291e+30
6.850000000000000000e+02 4.113989860875155204e-03 6.912875101609966797e+12 9.353431520292376732e+30
6.860000000000000000e+02 4.227332710956780738e-03 7.103620942624598633e+12 9.704808877380246761e+30
6.870000000000000000e+02 4.343798223489985476e-03 7.299632915538154297e+12 1.006938631476025040e+31
6.880000000000000000e+02 4.463472429669296249e-03 7.501056517550945312e+12 1.044765971560805264e+31
6.890000000000000000e+02 4.586443730899476302e-03 7.708041269880475586e+12 1.084014359178335310e+31
6.900000000000000000e+02 4.712802964096168661e-03 7.920740829207059570e+12 1.124737178364750745e+31
6.910000000000000000e+02 4.842643468785735698e-03 8.139313102211914062e+12 1.166989818617140237e+31
6.920000000000000000e+02 4.976061156053616583e-03 8.363920363293289062e+12 1.210829750232037038e+31
6.930000000000000000e+02 5.113154579392226000e-03 8.594729375549234375e+12 1.256316602474121415e+31
6.940000000000000000e+02 5.254025007500931141e-03 8.831911515118220703e+12 1.303512244681514139e+31
6.950000000000000000e+02 5.398776499091533822e-03 9.075642898970439453e+12 1.352480870417874020e+31
6.960000000000000000e+02 5.547515979754852160e-03 9.326104516246382812e+12 1.403289084785864521e+31
6.970000000000000000e+02 5.700353320944887003e-03 9.583482363240916016e+12 1.456005995020645581e+31
6.980000000000000000e+02 5.857401421139002071e-03 9.847967582134437500e+12 1.510703304486655511e+31
6.990000000000000000e+02 6.018776289234320509e-03 1.011975660357588086e+13 1.567455410205601400e+31
7.000000000000000000e+02 6.184597130241550195e-03 1.039905129322407227e+13 1.626339504048190656e+31
7.010000000000000000e+02 6.354986433339904726e-03 1.068605910235829883e+13 1.687435677727365389e+31
7.020000000000000000e+02 6.530070062357828768e-03 1.098099322267079883e+13 1.750827031735719777e+31
7.030000000000000000e+02 6.709977348746486332e-03 1.128407274535782617e+13 1.816599788375328506e+31
7.040000000000000000e+02 6.894841187114931699e-03 1.159552282462941797e+13 1.884843409033803117e+31
7.050000000000000000e+02 7.084798133397134275e-03 1.191557484576024414e+13 1.955650715865947187e+31
7.060000000000000000e+02 7.279988505723765206e-03 1.224446659780866992e+13 2.029118018046665550e+31
7.070000000000000000e+02 7.480556488072866161e-03 1.258244245113344531e+13 2.105345242766699416e+31
7.080000000000000000e+02 7.686650236776126216e-03 1.292975353984193750e+13 2.184436071149428354e+31
7.090000000000000000e+02 7.898421989959705444e-03 1.328665794930772266e+13 2.266498079273702220e+31
7.100000000000000000e+02 8.116028179999993167e-03 1.365342090889811133e+13 2.351642884494346039e+31
7.110000000000000000e+02 8.339629549077820850e-03 1.403031499005744531e+13 2.439986297259535223e+31
7.120000000000000000e+02 8.569391267916028759e-03 1.441762030989475586e+13 2.531648478631347854e+31
7.130000000000000000e+02 8.805483057788304757e-03 1.481562474042953125e+13 2.626754103723838366e+31
7.140000000000000000e+02 9.048079315889705557e-03 1.522462412365379492e+13 2.725432531281038833e+31
7.150000000000000000e+02 9.297359244160939562e-03 1.564492249257178906e+13 2.827817979625338409e+31
7.160000000000000000e+02 9.553506981662114247e-03 1.607683229838480469e+13 2.934049709215768916e+31
7.170000000000000000e+02 9.816711740593191474e-03 1.652067464399167188e+13 3.044272212064293593e+31
7.180000000000000000e+02 1.008716794606184970e-02 1.697677952398141016e+13 3.158635408267818823e+31
7.190000000000000000e+02 1.036507537970236641e-02 1.744548607129969727e+13 3.277294849923395382e+31
7.200000000000000000e+02 1.065063932725095024e-02 1.792714281077430859e+13 3.400411932703702639e+31
7.210000000000000000e+02 1.094407073018719215e-02 1.842210791969191797e+13 3.528154115380861422e+31
7.220000000000000000e+02 1.124558634155301690e-02 1.893074949562198047e+13 3.660695147596891295e+31
7.230000000000000000e+02 1.155540888606452869e-02 1.945344583169037891e+13 3.798215306190736015e+31
7.240000000000000000e+02 1.187376722463534540e-02 1.999058569951142578e+13 3.940901640403463714e+31
7.250000000000000000e+02 1.220089652343231933e-02 2.054256863999073047e+13 4.088948226294855936e+31
7.260000000000000000e+02 1.253703842758923520e-02 2.110980526222000000e+13 4.242556430717751084e+31
7.270000000000000000e+02 1.288244123970599953e-02 2.169271755068826562e+13 4.401935185208860727e+31
7.280000000000000000e+02 1.323736010326563572e-02 2.229173918104258203e+13 4.567301270168746508e+31
7.290000000000000000e+02 1.360205719110486010e-02 2.290731584463736719e+13 4.738879609717670040e+31
7.300000000000000000e+02 1.397680189907678054e-02 2.353990558211678906e+13 4.916903577628021314e+31
7.310000000000000000e+02 1.436187104504950234e-02 2.418997912628371094e+13 5.101615314749802756e+31
7.320000000000000000e+02 1.475754907338687992e-02 2.485802025451327344e+13 5.293266058360545316e+31
7.330000000000000000e+02 1.516412826506278316e-02 2.554452615097855078e+13 5.492116483887789071e+31
7.340000000000000000e+02 1.558190895356460597e-02 2.625000777896313281e+13 5.698437059469159236e+31
7.350000000000000000e+02 1.601119974674456575e-02 2.697499026354106250e+13 5.912508413831868699e+31
7.360000000000000000e+02 1.645231775478374694e-02 2.772001328491576172e+13 6.134621717992518510e+31
7.370000000000000000e+02 1.690558882443558841e-02 2.848563148271294141e+13 6.365079081295551642e+31
7.380000000000000000e+02 1.737134777972441577e-02 2.927241487153828125e+13 6.604193962330305582e+31
7.390000000000000000e+02 1.784993866927383349e-02 3.008094926810959766e+13 6.852291595284085094e+31
7.400000000000000000e+02 1.834171502045019164e-02 3.091183673029174609e+13 7.109709432312423966e+31
7.410000000000000000e+02 1.884704010050787526e-02 3.176569600836522656e+13 7.376797602527745571e+31
7.420000000000000000e+02 1.936628718492821102e-02 3.264316300886905078e+13 7.653919388230123963e+31
7.430000000000000000e+02 1.989983983315291374e-02 3.354489127137424609e+13 7.941451719029339386e+31
7.440000000000000000e+02 2.044809217191247142e-02 3.447155245854410938e+13 8.239785684528545760e+31
7.450000000000000000e+02 2.101144918636152839e-02 3.542383685985801562e+13 8.549327066268366515e+31
7.460000000000000000e+02 2.159032701923527947e-02 3.640245390937921094e+13 8.870496889654420329e+31
7.470000000000000000e+02 2.218515327824650135e-02 3.740813271795760156e+13 9.203731996618191865e+31
7.480000000000000000e+02 2.279636735195348859e-02 3.844162262027716406e+13 9.549485639791967235e+31
7.490000000000000000e+02 2.342442073432839111e-02 3.950369373715692188e+13 9.908228099003827180e+31
7.500000000000000000e+02 2.406977735826875894e-02 4.059513755353828125e+13 1.028044732093299222e+32
7.510000000000000000e+02 2.473291393829860074e-02 4.171676751259768750e+13 1.066664958279549628e+32
7.520000000000000000e+02 2.541432032270649760e-02 4.286941962642692188e+13 1.106736018095970004e+32
7.530000000000000000e+02 2.611449985539276292e-02 4.405395310376572656e+13 1.148312414543511200e+32
7.540000000000000000e+02 2.683396974767815815e-02 4.527125099523900000e+13 1.191450698119779584e+32
7.550000000000000000e+02 2.757326146036077202e-02 4.652222085661000781e+13 1.236209543736756551e+32
7.560000000000000000e+02 2.833292109629880970e-02 4.780779543054684375e+13 1.282649830528072952e+32
7.570000000000000000e+02 2.911350980380439032e-02 4.912893334741285156e+13 1.330834724654070557e+32
7.580000000000000000e+02 2.991560419115937494e-02 5.048661984563671875e+13 1.380829765218092289e+32
7.590000000000000000e+02 3.073979675254290278e-02 5.188186751218339844e+13 1.432702953409835228e+32
7.600000000000000000e+02 3.158669630569862358e-02 5.331571704371221875e+13 1.486524844997841867e+32
7.610000000000000000e+02 3.245692844166005175e-02 5.478923802899461719e+13 1.542368646296643145e+32
7.620000000000000000e+02 3.335113598686040293e-02 5.630352975317763281e+13 1.600310313738695209e+32
7.630000000000000000e+02 3.426997947798347821e-02 5.785972202453285938e+13 1.660428657187529706e+32
7.640000000000000000e+02 3.521413764988719913e-02 5.945897602428865625e+13 1.722805447131399165e+32
7.650000000000000000e+02 3.618430793697558628e-02 6.110248518022046094e+13 1.787525525904217175e+32
7.660000000000000000e+02 3.718120698838411897e-02 6.279147606465670312e+13 1.854676923084716527e+32
7.670000000000000000e+02 3.820557119735202428e-02 6.452720931757437500e+13 1.924350975230324355e+32
7.680000000000000000e+02 3.925815724519029354e-02 6.631098059551909375e+13 1.996642450109793358e+32
7.690000000000000000e+02 4.033974266022506000e-02 6.814412154703746094e+13 2.071649675602075296e+32
7.700000000000000000e+02 4.145112639214694472e-02 7.002800081539683594e+13 2.149474673437958398e+32
7.710000000000000000e+02 4.259312940218434179e-02 7.196402506934890625e+13 2.230223297965959062e+32
7.720000000000000000e+02 4.376659526952876578e-02 7.395364006271176562e+13 2.314005380130644815e+32
7.730000000000000000e+02 4.497239081448015097e-02 7.599833172361493750e+13 2.400934876860651972e+32
7.740000000000000000e+02 4.621140673874757354e-02 7.809962727419890625e+13 2.491130026067796060e+32
7.750000000000000000e+02 4.748455828339807200e-02 8.025909638165962500e+13 2.584713507469537261e+32
7.760000000000000000e+02 4.879278590493287687e-02 8.247835234150789062e+13 2.681812609453040227e+32
7.770000000000000000e+02 5.013705596998110914e-02 8.475905329393445312e+13 2.782559402207114370e+32
7.780000000000000000e+02 5.151836146914732378e-02 8.710290347425184375e+13 2.887090917359234508e+32
7.790000000000000000e+02 5.293772275051123605e-02 8.951165449832276562e+13 2.995549334359822411e+32
7.800000000000000000e+02 5.439618827334460893e-02 9.198710668399953125e+13 3.108082173869032012e+32
7.810000000000000000e+02 5.589483538259396034e-02 9.453111040957456250e+13 3.224842498408471684e+32
7.820000000000000000e+02 5.743477110469060593e-02 9.714556751026654688e+13 3.345989120549961336e+32
7.830000000000000000e+02 5.901713296530250452e-02 9.983243271385876562e+13 3.471686818926559281e+32
7.840000000000000000e+02 6.064308982959874805e-02 1.025937151165362500e+14 3.602106562357080719e+32
7.850000000000000000e+02 6.231384276567405317e-02 1.054314797001000156e+14 3.737425742391025619e+32
7.860000000000000000e+02 6.403062593176141182e-02 1.083478488917081875e+14 3.877828414589492970e+32
7.870000000000000000e+02 6.579470748787656642e-02 1.113450041673228906e+14 4.023505548869276549e+32
7.880000000000000000e+02 6.760739053259803844e-02 1.144251877001471562e+14 4.174655289253134911e+32
7.890000000000000000e+02 6.947001406563654835e-02 1.175907040552556250e+14 4.331483223376411741e+32
7.900000000000000000e+02 7.138395397693547695e-02 1.208439219317743750e+14 4.494202662119096363e+32
7.910000000000000000e+02 7.335062406302211846e-02 1.241872759539328438e+14 4.663034929742773931e+32
7.920000000000000000e+02 7.537147707134682351e-02 1.276232685123437969e+14 4.838209664925937245e+32
7.930000000000000000e+02 7.744800577341633130e-02 1.311544716569891875e+14 5.019965133110078939e+32
7.940000000000000000e+02 7.958174406747033081e-02 1.347835290432960469e+14 5.208548550577675831e+32
7.950000000000000000e+02 8.177426811155068254e-02 1.385131579328627500e+14 5.404216420705859509e+32
7.960000000000000000e+02 8.402719748778805786e-02 1.423461512503573750e+14 5.607234882852084357e+32
7.970000000000000000e+02 8.634219639875022334e-02 1.462853796981481250e+14 5.817880074344911640e+32
7.980000000000000000e+02 8.872097489677553683e-02 1.503337939303668438e+14 6.036438506075864075e+32
7.990000000000000000e+02 9.116529014715002432e-02 1.544944267879981562e+14 6.263207452198705345e+32
8.000000000000000000e+02 9.367694772610084264e-02 1.587703955967896562e+14 6.498495354469821846e+32
8.010000000000000000e+02 9.625780295455108049e-02 1.631649045297345312e+14 6.742622241778404342e+32
8.020000000000000000e+02 9.890976226860270781e-02 1.676812470359222500e+14 6.995920165435345856e+32
8.030000000000000000e+02 1.016347846278063821e-01 1.723228083377142500e+14 7.258733650817246232e+32
8.040000000000000000e+02 1.044348829622003816e-01 1.770930679980782500e+14 7.531420165974391308e+32
8.050000000000000000e+02 1.073121256592354661e-01 1.819956025601500625e+14 7.814350607844589979e+32
8.060000000000000000e+02 1.102686380916580722e-01 1.870340882610221562e+14 8.107909806731760911e+32
8.070000000000000000e+02 1.133066041874875862e-01 1.922123038218743125e+14 8.412497049736084421e+32
8.080000000000000000e+02 1.164282680432539574e-01 1.975341333166194688e+14 8.728526623848370571e+32
8.090000000000000000e+02 1.180656757947629171e-01 2.003260337089164062e+14 9.056428379445312752e+32
8.100000000000000000e+02 1.191403293664316937e-01 2.021587777299741250e+14 9.396648314954747910e+32
8.110000000000000000e+02 1.202247646150469973e-01 2.040085546754024062e+14 9.749649183484176641e+32
8.120000000000000000e+02 1.213190705750715886e-01 2.058755327669265312e+14 1.011591112223825544e+33
8.130000000000000000e+02 1.224233370913762192e-01 2.077598822527806250e+14 1.049593230558226657e+33
8.140000000000000000e+02 1.235376548266133023e-01 2.096617754447560312e+14 1.089022962263732780e+33
8.150000000000000000e+02 1.246621152686624018e-01 2.115813867562938750e+14 1.129933938033228618e+33
8.160000000000000000e+02 1.257968107381410294e-01 2.135188927416458438e+14 1.172381803286609347e+33
8.170000000000000000e+02 1.269418343959839990e-01 2.154744721361443438e+14 1.216424293857362984e+33
8.180000000000000000e+02 1.280972802510940700e-01 2.174483058976231250e+14 1.262121314522546134e+33
8.190000000000000000e+02 1.292632431680572624e-01 2.194405772490177188e+14 1.309535020482670243e+33
8.200000000000000000e+02 1.304398188749334719e-01 2.214514717222019688e+14 1.358729901902717373e+33
8.210000000000000000e+02 1.316271039711154611e-01 2.234811772030918750e+14 1.409772871628979286e+33
8.220000000000000000e+02 1.328251959352592382e-01 2.255298839780645312e+14 1.462733356201124032e+33
8.230000000000000000e+02 1.340341931332895975e-01 2.275977847817432500e+14 1.517683390283403871e+33
8.240000000000000000e+02 1.352541948264728011e-01 2.296850748461827500e+14 1.574697714643089787e+33
8.250000000000000000e+02 1.364853011795683635e-01 2.317919519515215312e+14 1.633853877809870499e+33
8.260000000000000000e+02 1.377276132690521682e-01 2.339186164781400625e+14 1.695232341554135320e+33
8.270000000000000000e+02 1.389812330914146077e-01 2.360652714603813750e+14 1.758916590327725458e+33
8.280000000000000000e+02 1.402462635715369665e-01 2.382321226418945938e+14 1.824993244816150396e+33
8.290000000000000000e+02 1.415228085711382477e-01 2.404193785326441250e+14 1.893552179756299082e+33
8.300000000000000000e+02 1.428109728973048775e-01 2.426272504676625312e+14 1.964686646180456597e+33
8.310000000000000000e+02 1.441108623110949338e-01 2.448559526675952188e+14 2.038493398252480953e+33
8.320000000000000000e+02 1.454225835362207286e-01 2.471057023011034062e+14 2.115072824868785995e+33
8.330000000000000000e+02 1.467462442678135748e-01 2.493767195491990312e+14 2.194529086203311407e+33
8.340000000000000000e+02 1.480819531812620493e-01 2.516692276715629375e+14 2.276970255381684565e+33
8.350000000000000000e+02 1.494298199411369654e-01 2.539834530749388125e+14 2.362508465477959518e+33
8.360000000000000000e+02 1.507899552101944485e-01 2.563196253836608750e+14 2.451260062033359975e+33
8.370000000000000000e+02 1.521624706584609465e-01 2.586779775123968750e+14 2.543345761304637799e+33
8.380000000000000000e+02 1.535474789724040612e-01 2.610587457411912812e+14 2.638890814457507547e+33
8.390000000000000000e+02 1.549450938641806774e-01 2.634621697928743438e+14 2.738025177927863449e+33
8.400000000000000000e+02 1.563554300809753272e-01 2.658884929129444688e+14 2.840883690183318501e+33
8.410000000000000000e+02 1.577786034144208205e-01 2.683379619519952500e+14 2.947606255124882828e+33
8.420000000000000000e+02 1.592147307101040021e-01 2.708108274507853125e+14 3.058338032378419110e+33
8.430000000000000000e+02 1.606639298771618540e-01 2.733073437280506875e+14 3.173229634734972835e+33
8.440000000000000000e+02 1.621263198979581432e-01 2.758277689711426562e+14 3.292437333007775695e+33
8.450000000000000000e+02 1.636020208378546892e-01 2.783723653296145938e+14 3.416123268585545922e+33
8.460000000000000000e+02 1.650911538550683955e-01 2.809413990118482812e+14 3.544455673970464689e+33
8.470000000000000000e+02 1.665938412106178212e-01 2.835351403848343750e+14 3.677609101601015885e+33
8.480000000000000000e+02 1.681102062783638440e-01 2.861538640772281875e+14 3.815764661271244403e+33
8.490000000000000000e+02 1.696403735551350045e-01 2.887978490857804375e+14 3.959110266468466972e+33
8.500000000000000000e+02 1.711844686709513563e-01 2.914673788852899375e+14 4.107840889965667800e+33
8.510000000000000000e+02 1.727426183993384934e-01 2.941627415421881250e+14 4.262158829015359937e+33
8.520000000000000000e+02 1.743149506677353078e-01 2.968842298318935625e+14 4.422273980505878842e+33
8.530000000000000000e+02 1.759015945679996140e-01 2.996321413600781250e+14 4.588404126454752275e+33
8.540000000000000000e+02 1.775026803670030073e-01 3.024067786879718125e+14 4.760775230226377711e+33
8.550000000000000000e+02 1.791183395173285564e-01 3.052084494618743125e+14 4.939621743878346050e+33
8.560000000000000000e+02 1.807487046680628373e-01 3.080374665470111250e+14 5.125186927053374919e+33
8.570000000000000000e+02 1.823939096756859446e-01 3.108941481658977500e+14 5.317723177850944960e+33
8.580000000000000000e+02 1.840540896150642536e-01 3.137788180413828125e+14 5.517492376129117814e+33
8.590000000000000000e+02 1.857293807905359417e-01 3.166918055445211875e+14 5.724766239702189839e+33
8.600000000000000000e+02 1.874199207471050344e-01 3.196334458474826250e+14 5.939826693920387021e+33
8.610000000000000000e+02 1.891258482817330666e-01 3.226040800816561875e+14 6.162966255132992213e+33
8.620000000000000000e+02 1.908473034547341074e-01 3.256040555011510000e+14 6.394488428556910108e+33
8.630000000000000000e+02 1.925844276012769474e-01 3.286337256518962500e+14 6.634708121092337231e+33
8.640000000000000000e+02 1.943373633429845426e-01 3.316934505465252500e+14 6.883952069645509801e+33
8.650000000000000000e+02 1.961062545996463680e-01 3.347835968452837500e+14 7.142559285543163251e+33
8.660000000000000000e+02 1.978912466010341042e-01 3.379045380431630625e+14 7.410881515641630641e+33
