#for eos = ../eos_tables/eosSLy.lorene
#Grav_Mass (solar mass) Radius (km) Lambda (dimensionless) rhoc (gm/cm^3) Compactness (dimensionless) Baryon_Mass (solar mass)
1.9831  10.7616  13.3383  1.5345e+15  0.2721  2.5841
1.9854  10.7505  13.0831  1.5410e+15  0.2727  2.5893
1.9876  10.7394  12.8334  1.5476e+15  0.2733  2.5945
1.9898  10.7283  12.5904  1.5542e+15  0.2739  2.5996
1.9920  10.7171  12.3527  1.5608e+15  0.2745  2.6047
1.9941  10.7060  12.1361  1.5675e+15  0.2750  2.6097
1.9962  10.6948  11.8934  1.5741e+15  0.2756  2.6146
1.9982  10.6835  11.6725  1.5808e+15  0.2762  2.6196
2.0002  10.6722  11.4569  1.5876e+15  0.2768  2.6244
2.0022  10.6609  11.2448  1.5943e+15  0.2773  2.6292
2.0041  10.6496  11.0521  1.6011e+15  0.2779  2.6340
2.0060  10.6382  10.8502  1.6079e+15  0.2784  2.6387
2.0078  10.6267  10.6409  1.6148e+15  0.2790  2.6434
2.0096  10.6153  10.4469  1.6217e+15  0.2795  2.6480
2.0113  10.6038  10.2718  1.6286e+15  0.2801  2.6526
2.0131  10.5923  10.0750  1.6355e+15  0.2806  2.6571
2.0147  10.5807  9.8957  1.6425e+15  0.2812  2.6615
2.0164  10.5691  9.7190  1.6495e+15  0.2817  2.6660
2.0180  10.5575  9.5475  1.6565e+15  0.2822  2.6703
2.0196  10.5458  9.3794  1.6635e+15  0.2828  2.6747
2.0211  10.5342  9.2266  1.6706e+15  0.2833  2.6789
2.0226  10.5224  9.0537  1.6777e+15  0.2838  2.6831
2.0240  10.5107  8.9078  1.6849e+15  0.2844  2.6873
2.0254  10.4989  8.7429  1.6920e+15  0.2849  2.6914
2.0268  10.4870  8.5928  1.6992e+15  0.2854  2.6955
2.0282  10.4752  8.4553  1.7065e+15  0.2859  2.6996
2.0295  10.4634  8.3013  1.7137e+15  0.2864  2.7035
2.0307  10.4515  8.1600  1.7210e+15  0.2869  2.7075
2.0320  10.4396  8.0329  1.7284e+15  0.2874  2.7114
2.0332  10.4276  7.8871  1.7357e+15  0.2879  2.7152
2.0343  10.4156  7.7552  1.7431e+15  0.2884  2.7190
2.0355  10.4037  7.6355  1.7505e+15  0.2889  2.7227
2.0366  10.3917  7.5087  1.7580e+15  0.2894  2.7264
2.0376  10.3796  7.3754  1.7655e+15  0.2899  2.7301
2.0386  10.3675  7.2538  1.7730e+15  0.2904  2.7337
2.0396  10.3556  7.1366  1.7806e+15  0.2908  2.7372
2.0406  10.3436  7.0219  1.7881e+15  0.2913  2.7407
2.0415  10.3316  6.9100  1.7958e+15  0.2918  2.7441
2.0423  10.3196  6.7997  1.8034e+15  0.2922  2.7474
2.0432  10.3076  6.6920  1.8111e+15  0.2927  2.7508
2.0440  10.2956  6.5870  1.8188e+15  0.2932  2.7540
2.0447  10.2836  6.4841  1.8265e+15  0.2936  2.7572
2.0455  10.2715  6.3836  1.8343e+15  0.2941  2.7604
2.0462  10.2595  6.2845  1.8421e+15  0.2945  2.7635
2.0468  10.2474  6.1878  1.8500e+15  0.2949  2.7665
2.0474  10.2353  6.0934  1.8578e+15  0.2954  2.7696
2.0480  10.2231  6.0011  1.8658e+15  0.2958  2.7725
2.0486  10.2110  5.9179  1.8737e+15  0.2963  2.7754
2.0491  10.1988  5.8213  1.8817e+15  0.2967  2.7783
2.0496  10.1867  5.7342  1.8897e+15  0.2971  2.7811
2.0501  10.1745  5.6491  1.8977e+15  0.2975  2.7838
2.0505  10.1615  5.5729  1.9058e+15  0.2980  2.7866
2.0509  10.1502  5.4842  1.9139e+15  0.2984  2.7892
2.0512  10.1380  5.4107  1.9221e+15  0.2988  2.7918
2.0515  10.1249  5.3319  1.9303e+15  0.2992  2.7944
2.0518  10.1135  5.2483  1.9385e+15  0.2996  2.7969
2.0521  10.1004  5.1797  1.9467e+15  0.3000  2.7994
2.0523  10.0882  5.1059  1.9550e+15  0.3004  2.8018
2.0525  10.0767  5.0271  1.9634e+15  0.3008  2.8042
2.0527  10.0644  4.9621  1.9717e+15  0.3012  2.8065
2.0528  10.0513  4.8922  1.9801e+15  0.3016  2.8088
2.0529  10.0390  4.8239  1.9885e+15  0.3020  2.8110
2.0530  10.0267  4.7571  1.9970e+15  0.3023  2.8132
2.0530  10.0152  4.6914  2.0055e+15  0.3027  2.8153
2.0530  10.0020  4.6273  2.0140e+15  0.3031  2.8174
2.0530  9.9897  4.5636  2.0226e+15  0.3035  2.8195
2.0529  9.9774  4.5017  2.0312e+15  0.3038  2.8215
2.0529  9.9650  4.4412  2.0399e+15  0.3042  2.8234
2.0527  9.9526  4.3814  2.0486e+15  0.3046  2.8254
2.0526  9.9403  4.3232  2.0573e+15  0.3049  2.8272
2.0524  9.9279  4.2662  2.0661e+15  0.3053  2.8291
2.0523  9.9155  4.2096  2.0749e+15  0.3056  2.8308
2.0520  9.9031  4.1539  2.0837e+15  0.3060  2.8326
2.0518  9.8909  4.1004  2.0926e+15  0.3063  2.8343
2.0515  9.8787  4.0483  2.1015e+15  0.3067  2.8359
2.0512  9.8665  3.9969  2.1104e+15  0.3070  2.8375
2.0509  9.8543  3.9468  2.1194e+15  0.3073  2.8390
2.0505  9.8421  3.8979  2.1284e+15  0.3076  2.8405
2.0502  9.8299  3.8495  2.1375e+15  0.3080  2.8420
2.0498  9.8177  3.8016  2.1466e+15  0.3083  2.8434
2.0493  9.8056  3.7550  2.1557e+15  0.3086  2.8447
2.0489  9.7934  3.7096  2.1649e+15  0.3089  2.8460
2.0484  9.7812  3.6649  2.1741e+15  0.3092  2.8473
2.0479  9.7691  3.6209  2.1834e+15  0.3095  2.8485
2.0473  9.7569  3.5781  2.1927e+15  0.3098  2.8497
2.0467  9.7447  3.5362  2.2020e+15  0.3101  2.8508
2.0462  9.7326  3.4946  2.2114e+15  0.3104  2.8519
2.0455  9.7205  3.4536  2.2208e+15  0.3107  2.8530
2.0449  9.7083  3.4135  2.2303e+15  0.3110  2.8540
2.0442  9.6962  3.3744  2.2398e+15  0.3113  2.8550
2.0435  9.6841  3.3360  2.2493e+15  0.3116  2.8559
2.0428  9.6720  3.2982  2.2589e+15  0.3119  2.8568
2.0421  9.6598  3.2612  2.2685e+15  0.3122  2.8576
2.0413  9.6477  3.2251  2.2782e+15  0.3124  2.8584
2.0405  9.6356  3.1897  2.2879e+15  0.3127  2.8592
2.0397  9.6235  3.1545  2.2976e+15  0.3130  2.8599
2.0389  9.6114  3.1198  2.3074e+15  0.3132  2.8606
2.0380  9.5993  3.0858  2.3172e+15  0.3135  2.8612
2.0371  9.5873  3.0526  2.3271e+15  0.3138  2.8618
2.0362  9.5752  3.0201  2.3370e+15  0.3140  2.8623
2.0353  9.5631  2.9880  2.3469e+15  0.3143  2.8629
2.0343  9.5510  2.9566  2.3569e+15  0.3145  2.8633
